claim_no,policy_no,plate_no,source_file,class_of_business,vehicle_type_group,vehicle_type,accident_type,branch_name,sum_insured_numeric,reporting_lag_days,coverage_duration_days,is_comprehensive,policy_type,accident_date,notification_date,period_from,period_to,od_total,tp_bi_total,tp_pd_total,total_claim_severity,log_claim_severity
TLB/TPCL/013/25,TLB/MTT/2870/1224,03-85688 AA,March_2025,Commercial,Truck,Tipper,Collision,Lebu,0.0,2.0,364.0,0,TP_ONLY,2025-02-19 00:00:00,2025-02-21,2024-12-17,2025-12-16,0.0,0.0,75740.0,75740.0,11.235061701455786
TLB/TPCL/014/25,TLB/MTT/2078/1222,03-01765 AA,April_2025,Commercial,Truck,Truck,Collision,Lebu,0.0,2.0,364.0,0,TP_ONLY,2025-02-23 00:00:00,2025-02-25,2024-12-26,2025-12-25,0.0,0.0,56475.46,56475.46,10.941561486500024
TLB/TPCL/018/25,TLB/MTT/0173/96/25,03-63757 AA,March_2025,Commercial,Automobile,Dzire,Collision,Lebu,0.0,,364.0,0,TP_ONLY,2025-03-15 00:00:00,,2025-01-21,2026-01-20,0.0,0.0,19700.0,19700.0,9.88837391472608
TLB/TPCL/019/25,TLB/MTT/2467/0124,02-A47455 AA,March_2025,Private,Automobile,Automobile,Collision,Lebu,0.0,41.0,364.0,0,TP_ONLY,2025-01-31 00:00:00,2025-03-13,2025-01-03,2026-01-02,0.0,0.0,20968.4,20968.4,9.950771821509573
TLB/TPCL/021/24,TLB/MTT/1193/0421,03-75484/12687 E.T,February_2025,Commercial,Truck,Truck/Trailer,Collision,Lebu,0.0,3.0,364.0,0,TP_ONLY,2024-04-26 00:00:00,2024-04-29,2024-03-22,2025-03-21,0.0,30000.0,86956.52,116956.52,11.669557520778984
TLB/TPCL/021/25,TLB/MTT/2127/0223,02-C19241AA,April_2025,Commercial,Automobile,Automobile,Collision,Lebu,0.0,,335.0,0,TP_ONLY,2025-03-26 00:00:00,,2025-05-02,2026-04-02,0.0,0.0,54423.92,54423.92,10.904559042084085
TLB/TPCL/023/25,TLB/MTC/0747/0720,03-83183ET,April_2025,Commercial,Truck,Tipper,Collision,Lebu,0.0,,364.0,0,TP_ONLY,2025-02-04 00:00:00,,2024-07-24,2025-07-23,0.0,0.0,200000.0,200000.0,12.206072645530174
TLB/TPCL/025/25,TLB/MTT/1215/0421,03-B21645 AA,June_2025,Commercial,Not_Specified,Not_Specified,Collision,Lebu,0.0,3.0,364.0,0,TP_ONLY,2025-04-04 00:00:00,2025-04-07,2024-05-04,2025-05-03,0.0,0.0,24946.74,24946.74,10.124498431320085
TLB/TPCL/026/25,TLB/MTT/2887/1224,03-B66523 AA,May_2025,Public_Transport,Automobile,Automobile,Collision,Lebu,0.0,2.0,364.0,0,TP_ONLY,2025-04-05 00:00:00,2025-04-07,2024-12-20,2025-12-19,0.0,0.0,11500.0,11500.0,9.35010231435134
TLB/TPCL/027/24,TLB/MTT/2480/0124,03-97156 AA,July_2024,Commercial,Automobile,Automobile,Collision,Lebu,0.0,2.0,365.0,0,TP_ONLY,2024-06-24 00:00:00,2024-06-26,2024-01-24,2025-01-23,0.0,0.0,19300.0,19300.0,9.867860374892976
TLB/TPCL/027/25,TLB/MTT/2568/0424,02-A13761AA,June_2025,Private,Automobile,Automobile,Collision,Lebu,0.0,7.0,364.0,0,TP_ONLY,2025-04-04 00:00:00,2025-04-11,2024-04-25,2025-04-24,0.0,0.0,34347.83,34347.83,10.444294122438098
TLB/TPCL/028/24,TLB/MTT/2627/0624,03-33944 OR,August_2024,Public_Transport,Bus_Minibus,Minibus,Collision,Lebu,0.0,31.0,364.0,0,TP_ONLY,2024-03-07 00:00:00,2024-04-07,2024-06-11,2025-06-10,0.0,0.0,100000.0,100000.0,11.512925464970229
TLB/TPCL/028/25,TLB/MTT/1355/0821,02-13705 OR,June_2025,Private,Bus_Minibus,Hiace,Collision,Lebu,0.0,0.0,364.0,0,TP_ONLY,2025-04-14 00:00:00,2025-04-14,2024-08-11,2025-08-10,0.0,0.0,40813.03,40813.03,10.616756672151924
TLB/TPCL/029/24,TLB/MTT/2478/0124,03-87399 ET,July_2024,Commercial,Automobile,Automobile,Collision,Lebu,0.0,90.0,365.0,0,TP_ONLY,2024-02-07 00:00:00,2024-05-07,2024-01-17,2025-01-16,0.0,0.0,27000.0,27000.0,10.203592144986466
TLB/TPCL/030/24,TLB/MTT/2242/0523,03-88288 OR,August_2024,Public_Transport,Automobile,Automobile,Collision,Lebu,0.0,3.0,,0,TP_ONLY,2024-07-14 00:00:00,2024-07-17,,2025-05-13,0.0,0.0,88334.78,88334.78,11.388889193524632
TLB/TPCL/031/24,TLB/MTT/2472/0124,03-36750 AA,August_2024,Commercial,Pick_Up,P/Up,Collision,Lebu,0.0,0.0,365.0,0,TP_ONLY,2024-07-17 00:00:00,2024-07-17,2024-01-09,2025-01-08,0.0,0.0,6000.0,6000.0,8.699514748210191
TLB/TPCL/033/24,,03-93759 ET,September_2024,Commercial,Automobile,Automobile,Collision,Lebu,0.0,5.0,,0,TP_ONLY,2024-07-27 00:00:00,2024-08-01,,,0.0,0.0,28891.3,28891.3,10.271295790717186
TLB/TPCL/035/24,,02-65707 AA,September_2024,Private,Automobile,Station Wagon,Collision,Lebu,0.0,,365.0,0,TP_ONLY,2002-08-27 00:00:00,2024-08-24,2024-02-25,2025-02-24,0.0,0.0,100000.0,100000.0,11.512925464970229
TLB/TPCL/037/24,TLB/MTT/2650/0624,03-B81611AA,October_2024,Public_Transport,Automobile,Automobile,Collision,Lebu,0.0,3.0,364.0,0,TP_ONLY,2024-09-06 00:00:00,2024-09-09,2024-06-22,2025-06-21,0.0,0.0,17400.0,17400.0,9.76422548520262
TLB/TPCL/038/24,TLB/MTT/2330/0823,03-25458OR,January_2025,Commercial,Bus_Minibus,Bus,Collision,Lebu,0.0,7.0,364.0,0,TP_ONLY,2024-09-10 00:00:00,2024-09-17,2024-08-17,2025-08-16,0.0,0.0,86956.52,86956.52,11.37316350259507
TLB/TPCL/039/24,TLB/MTT/0275/1019,02-A76190AA,March_2025,Private,Automobile,Automobile,Collision,Lebu,0.0,2.0,,0,TP_ONLY,2024-09-23 00:00:00,2024-09-25,2024-10-23,2024-10-22,0.0,0.0,22799.64,22799.64,10.034500025344192
TLB/TPCL/040/24,TLB/MTT/2406/1123,02-C18684AA,October_2024,Private,Automobile,Automobile,Collision,Lebu,0.0,,336.0,0,TP_ONLY,2024-02-10 00:00:00,,2023-07-11,2024-06-11,0.0,0.0,100000.0,100000.0,11.512925464970229
TLB/TPCL/042/24, TLB/MTT/2236/0523 ,02-B87159AA,January_2025,Private,Automobile,Automobile,Collision,Lebu,0.0,2.0,364.0,0,TP_ONLY,2024-11-02 00:00:00,2024-11-04,2024-05-09,2025-05-08,0.0,33605.08,33605.39,67210.47,11.115584317946553
TLB/TPCL/044/24, TLB/MTT/2464/1233,03-21793OR,January_2025,Commercial,Truck,Truck,Collision,Lebu,0.0,223.0,,0,TP_ONLY,2024-03-30 00:00:00,2024-11-08,2024-12-28,2024-12-27,0.0,0.0,61521.74,61521.74,11.0271458872646
TLB/TPCL/045/24, TLB/MTT/ 2410/1123,02-B88029AA,January_2025,Private,Automobile,Automobile,Collision,Lebu,0.0,1.0,364.0,0,TP_ONLY,2024-11-19 00:00:00,2024-11-20,2024-11-15,2025-11-14,0.0,0.0,20000.0,20000.0,9.903487552536127
TLB/TPCL/046/23,TLB/MTT/1871/0722,03-B25944AA,August_2024,Public_Transport,Automobile,Automobile,Collision,Lebu,0.0,2.0,365.0,0,TP_ONLY,2023-08-05 00:00:00,2023-08-07,2023-07-29,2024-07-28,0.0,0.0,8722.95,8722.95,9.073712762443844
TLB/TPCL/046/24,TLB/MTT/1544/1221,02-72088AA,January_2025,Commercial,Not_Specified,Not_Specified,Collision,Lebu,0.0,4.0,,0,TP_ONLY,2024-12-06 00:00:00,2024-12-10,,2024-12-25,0.0,0.0,104540.0,104540.0,11.557325052266911
TLB/TPCL/065/23,,02-B05272AA,September_2024,Commercial,Pick_Up,Pick Up,Collision,Lebu,0.0,1.0,365.0,0,TP_ONLY,2023-12-05 00:00:00,2023-12-06,2023-05-24,2024-05-23,0.0,0.0,100000.0,100000.0,11.512925464970229
TLB/TPCL/067/23,TLB/MTT/2022/1122,01-51073OR,March_2025,Commercial,Motorcycle,Bajaj,Collision,Lebu,0.0,0.0,365.0,0,TP_ONLY,2023-12-27 00:00:00,2023-12-27,2023-11-18,2024-11-17,0.0,0.0,34491.83,34491.83,10.448477763380955
TLD/MTC/001/23,TLD/MTT3149/0722,03-A46737AA,July_2024,Private,Automobile,Automobile,Collision,Ledeta,2800000.0,8.0,364.0,1,COMPREHENSIVE,2023-01-03 00:00:00,2023-01-11,2022-07-20,2023-07-19,29660.31,0.0,0.0,29660.31,10.29756506742422
TLD/MTC/001/24,TLD/MTC/2739/1220,03-B14048AA,June_2025,Private,Bus_Minibus,Van,Collision,Ledeta,1000000.0,34.0,335.0,1,COMPREHENSIVE,2023-12-29 00:00:00,2024-02-01,2023-02-01,2024-01-02,106021.74,0.0,0.0,106021.74,11.571399446404858
TLD/MTC/001/25,TLD/MTC/2107/0220,03-A92406AA,February_2025,Commercial,Bus_Minibus,Van,Collision,Ledeta,3600000.0,,334.0,1,COMPREHENSIVE,2025-01-04 00:00:00,2025-01-02,2024-04-03,2025-03-03,106649.23,0.0,0.0,106649.23,11.577300503995328
TLD/MTC/004/24,TLD/MTC/2406/0720,03-91016/3-28307 ET,July_2024,Commercial,Automobile,Automobile,Collision,Ledeta,2700000.0,1.0,570.0,1,COMPREHENSIVE,2024-02-21 00:00:00,2024-02-22,2023-01-08,2024-07-31,185322.04,0.0,0.0,185322.04,12.129850347456184
TLD/MTC/004/25,TLD/MTC/2406/0720,03-91008/28312ET,April_2025,Commercial,Truck,Tanker/Trailer,Collision,Ledeta,3600000.0,2.0,570.0,1,COMPREHENSIVE,2025-03-19 00:00:00,2025-03-21,2024-01-08,2025-07-31,249389.59,0.0,0.0,249389.59,12.426771571180504
TLD/MTC/006/24,TLD/MTC/2915/0321,03-42047 ET,January_2025,Commercial,Truck,Truck/Trailer,Overturning,Ledeta,6500000.0,0.0,730.0,1,COMPREHENSIVE,2024-07-03 00:00:00,2024-07-03,2023-03-27,2025-03-26,92000.0,0.0,0.0,92000.0,11.429543856031176
TLD/MTC/006/25,TLD/MTC/2406/0720,03-91023/28309ET,June_2025,Commercial,Truck,Tanker/Trailer,Collision,Ledeta,13100000.0,3.0,570.0,1,COMPREHENSIVE,2025-04-04 00:00:00,2025-04-07,2024-01-08,2025-07-31,42250.0,0.0,0.0,42250.0,10.65135963278532
TLD/MTC/007/25,TLD/MTP/2821/0221,03-A42410AA,June_2025,Private,Automobile,Automobile,Collision,Ledeta,2500000.0,1.0,,1,COMPREHENSIVE,2025-04-08 00:00:00,2025-04-09,2025-07-02,,71750.0,0.0,0.0,71750.0,11.180943133621868
TLD/MTC/009/25,TLD/MTP/1748/0819,03-A78213AA,June_2025,Private,Automobile,Automobile,Collision,Ledeta,4500000.0,,335.0,1,COMPREHENSIVE,2025-04-29 00:00:00,2025-04-02,2024-10-09,2025-09-09,423714.57,0.0,0.0,423714.57,12.956815323561765
TLD/MTC/012/24,TLD/MTP/2758/0121,03-B14590 AA,July_2024,Private,Automobile,Automobile,Collision,Ledeta,2100000.0,,334.0,1,COMPREHENSIVE,2024-04-23 00:00:00,,2024-04-01,2025-03-01,22990.0,0.0,0.0,22990.0,10.042814617757228
TLD/MTC/013/24,TLD/MTP/2740/0121,03-27106AA,July_2024,Commercial,Automobile,Automobile,Theft,Ledeta,3500000.0,33.0,334.0,1,COMPREHENSIVE,2024-05-03 00:00:00,2024-06-05,2024-04-01,2025-03-01,23668.0,0.0,0.0,23668.0,10.071879203796584
TLD/MTC/014/24,TLD/MTC/2380/0720,03-B03845 AA,June_2025,Commercial,Bus_Minibus,Mini Bus,Collision,Ledeta,2500000.0,1.0,651.0,1,COMPREHENSIVE,2024-05-16 00:00:00,2024-05-17,2023-07-14,2025-04-25,35225.0,0.0,0.0,35225.0,10.469511336766882
TLD/MTC/015/24,TLD/MTC/2988/0421,03-A11492 AA,January_2025,Commercial,Pick_Up,P/Up,Collision,Ledeta,6000000.0,2.0,309.0,1,COMPREHENSIVE,2024-05-21 00:00:00,2024-05-23,2024-04-26,2025-03-01,70852.17,0.0,0.0,70852.17,11.168350872737305
TLD/MTC/016/24,TLD/MTP/2758/0121,03-B14590AA,July_2024,Private,Automobile,Automobile,Collision,Ledeta,2100000.0,1.0,334.0,1,COMPREHENSIVE,2024-06-18 00:00:00,2024-06-19,2024-04-01,2025-03-01,40010.0,0.0,0.0,40010.0,10.59688470185128
TLD/MTC/017/24,TLD/MTC/2320/0620,"03-A05130ET
",July_2024,Commercial,Automobile,Automobile,Collision,Ledeta,5600000.0,,364.0,1,COMPREHENSIVE,2024-06-25 00:00:00,2024-06-22,2024-06-05,2025-06-04,12250.0,0.0,0.0,12250.0,9.413281215972871
TLD/MTC/018/23,TLD/MTP/2740/1021,03-A27106AA,July_2024,Private,Automobile,Automobile,Collision,Ledeta,3500000.0,2.0,364.0,1,COMPREHENSIVE,2023-05-31 00:00:00,2023-06-02,2023-01-04,2024-01-03,10800.0,0.0,0.0,10800.0,9.287301413112312
TLD/MTC/019/24,TLD/MTC/2107/0220,03-A93237AA,August_2024,Commercial,Not_Specified,Not_Specified,Collision,Ledeta,3600000.0,124.0,334.0,1,COMPREHENSIVE,2024-07-06 00:00:00,2024-11-07,2024-04-03,2025-03-03,300.0,0.0,0.0,300.0,5.703782474656201
TLD/MTC/020/24,TLD/MTP/2758/0121,03-B14590AA,August_2024,Private,Automobile,Automobile,Collision,Ledeta,2100000.0,0.0,334.0,1,COMPREHENSIVE,2024-07-13 00:00:00,2024-07-13,2024-04-01,2025-03-01,47635.0,0.0,0.0,47635.0,10.77132306414088
TLD/MTC/021/24,TLD/MTC/2875/0521,03-B18001AA,August_2024,Commercial,Not_Specified,Not_Specified,Collision,Ledeta,3800000.0,1.0,364.0,1,COMPREHENSIVE,2024-07-15 00:00:00,2024-07-16,2023-02-28,2024-02-27,300.0,0.0,0.0,300.0,5.703782474656201
TLD/MTC/023/24,TLD/MTC/4651/0324,03-A29241ET,October_2024,Commercial,Truck,Tlpper,Overturning,Ledeta,7400000.0,2.0,363.0,1,COMPREHENSIVE,2024-08-22 00:00:00,2024-08-24,2024-06-19,2025-06-17,247655.25,0.0,0.0,247655.25,12.41979293706485
TLD/MTC/024/23,TLD/MTC/3505/0322,03-B37689AA,July_2024,Commercial,Automobile,Automobile,Collision,Ledeta,8000000.0,1.0,365.0,1,COMPREHENSIVE,2023-07-10 00:00:00,2023-07-11,2023-03-05,2024-03-04,9348.75,0.0,0.0,9348.75,9.142997923505876
TLD/MTC/025/24,TLD/MTC/3841/0822,03-51139AA,January_2025,Commercial,Bus_Minibus,Mini Van,Collision,Ledeta,1700000.0,1.0,,1,COMPREHENSIVE,2024-09-03 00:00:00,2024-09-04,2024-08-27,,74531.20999999999,0.0,0.0,74531.20999999999,11.218973242817077
TLD/MTC/026/24,TLD/MTC/0722/1217,03-A54414AA,October_2024,Commercial,Pick_Up,P/Up,Collision,Ledeta,8500000.0,30.0,365.0,1,COMPREHENSIVE,2024-09-09 00:00:00,2024-10-09,2023-12-16,2024-12-15,1165835.06,0.0,0.0,1165835.06,13.968948177910466
TLD/MTC/027/24,TLD/MTC/2406/0720,03-91014/27949ET,April_2025,Commercial,Truck,Tanker/Trailer,Collision,Ledeta,3200000.0,,570.0,1,COMPREHENSIVE,2024-09-12 00:00:00,2024-07-16,2024-01-08,2025-07-31,66877.29,0.0,0.0,66877.29,11.110614726602684
TLD/MTC/028/24,TLD/MTP/1619/0619,03-A98789AA,June_2025,Commercial,Automobile,Automobile,Collision,Ledeta,2900000.0,0.0,193.0,1,COMPREHENSIVE,2024-09-21 00:00:00,2024-09-21,2024-06-14,2024-12-24,53350.0,0.0,0.0,53350.0,10.8846292567299
TLD/MTC/029/24,TLD/MTC/3389/1221,03-A12783/03-A05127ET,February_2025,Commercial,Truck,Tipper,Overturning,Ledeta,5500000.0,3.0,468.0,1,COMPREHENSIVE,2024-09-23 00:00:00,2024-09-26,2023-12-25,2025-04-06,2820.0,0.0,0.0,2820.0,7.944492163932159
TLD/MTC/031/23,TLD/MTC/2739/1220,03-B14040AA,June_2025,Private,Automobile,Automobile,Collision,Ledeta,1000000.0,4.0,365.0,1,COMPREHENSIVE,2023-11-09 00:00:00,2023-11-13,2023-01-02,2024-01-02,53130.43,0.0,0.0,53130.43,10.880505112768155
TLD/MTC/032/24,TLD/MTC/2320/0620,03-05119ET,January_2025,Commercial,Truck,Tipper,Collision,Ledeta,5900000.0,2.0,191.0,1,COMPREHENSIVE,2024-09-29 00:00:00,2024-10-01,2024-09-27,2025-04-06,52492.17,0.0,0.0,52492.17,10.86841929459967
TLD/MTC/033/23,TLD/MTC/3841/0822,03-B51139AA,July_2024,Private,Automobile,Automobile,Collision,Ledeta,1600000.0,1.0,365.0,1,COMPREHENSIVE,2023-12-12 00:00:00,2023-12-13,2023-08-27,2024-08-26,17698.3,0.0,0.0,17698.3,9.781223868751544
TLD/MTC/033/24,TLD/MTC/2406/0720,03-91014/27949ET,January_2025,Commercial,Truck,Tanker/Trailer,Collision,Ledeta,12200000.0,2.0,570.0,1,COMPREHENSIVE,2024-09-30 00:00:00,2024-10-02,2024-01-08,2025-07-31,5760.0,0.0,0.0,5760.0,8.658692753689937
TLD/MTC/034/23,TLD/MTP/2758/0121,03-B14589AA,July_2024,Private,Automobile,Automobile,Collision,Ledeta,1600000.0,1.0,336.0,1,COMPREHENSIVE,2023-12-25 00:00:00,2023-12-26,2023-12-01,2024-11-01,41245.78,0.0,0.0,41245.78,10.627304083499212
TLD/MTC/035/24,TLD/MTP/4301/1223,03-A27612 AA,March_2025,Private,Automobile,Automobile,Collision,Ledeta,3000000.0,1.0,334.0,1,COMPREHENSIVE,2024-12-18 00:00:00,2024-12-19,2024-04-01,2025-03-01,40257.51,0.0,0.0,40257.51,10.60305184929304
TLD/MTC/056/22,TLD/MTP/3745/0722,03-B47278AA,March_2025,Private,Automobile,Automobile,Collision,Ledeta,1631130.0,0.0,376.0,1,COMPREHENSIVE,2022-12-09 00:00:00,2022-12-09,2022-07-08,2023-07-19,1370.53,0.0,0.0,1370.53,7.222952805324495
TLD/MTCL/0016/19,TLD/MTC/1140/1018,2-A61841 AA,February_2025,Private,Automobile,Automobile,Collision,Ledeta,300000.0,1.0,364.0,1,COMPREHENSIVE,2019-01-25 00:00:00,2019-01-26,2018-10-02,2019-10-01,0.0,1508.0,0.0,1508.0,7.318539548567902
TLD/MTCL/0121/21,TLD/MTC/2462/0820,03-A05687 ET,July_2024,Commercial,Automobile,Automobile,Fire,Ledeta,3400000.0,1.0,358.0,1,COMPREHENSIVE,2021-08-06 00:00:00,2021-08-07,2020-08-27,2021-08-20,68475.0,0.0,0.0,68475.0,11.13422399413128
TLD/MTCL/0129/21,TLD/MTC/1905/1119,03-A83046AA,March_2025,Commercial,Not_Specified,Not_Specified,Collision,Ledeta,1711000.0,4.0,364.0,1,COMPREHENSIVE,2021-08-19 00:00:00,2021-08-23,2020-11-22,2021-11-21,35750.75,35750.75,0.0,71501.5,11.17747370748302
TLD/MTCL/0140/21,TLD/MTC/0805/0218,03-95534/28612 ET,July_2024,Commercial,Automobile,Automobile,Collision,Ledeta,4000000.0,0.0,364.0,1,COMPREHENSIVE,2021-09-13 00:00:00,2021-09-13,2021-02-18,2022-02-17,16443.260000000002,0.0,0.0,16443.260000000002,9.707670945788935
TLD/MTCL/0193/21,TLD/MTT/1394/0119,02-B23781 AA,July_2024,Private,Automobile,Automobile,Collision,Ledeta,,3.0,364.0,1,COMPREHENSIVE,2021-11-19 00:00:00,2021-11-22,2021-01-29,2022-01-28,22497.92,0.0,0.0,22497.92,10.021178139474817
TLD/MTP/001/25,TLD/MTP/2396/0720,02-B62042 AA,March_2025,Private,Automobile,Automobile,Collision,Ledeta,5000000.0,1.0,364.0,1,COMPREHENSIVE,2025-01-05 00:00:00,2025-01-06,2024-07-17,2025-07-16,252070.77,0.0,0.0,252070.77,12.437465160400594
TLD/MTP/002/25,TLD/MTP/4893/1024,02-C58602 AA,March_2025,Private,Automobile,Automobile,Collision,Ledeta,2000000.0,0.0,364.0,1,COMPREHENSIVE,2025-01-10 00:00:00,2025-01-10,2024-10-08,2025-10-07,28000.0,0.0,0.0,28000.0,10.23995978915734
TLD/MTP/003/25,TLD/MTC/3718/0622,03-A14623 E.T,February_2025,Commercial,Truck,Truck,Collision,Ledeta,8500000.0,2.0,364.0,1,COMPREHENSIVE,2025-01-11 00:00:00,2025-01-13,2024-06-30,2025-06-29,321585.0,0.0,0.0,321585.0,12.681017173408142
TLD/MTP/004/24,,03-97350/31064ET,September_2024,Commercial,Truck,Truck/Trailer,Overturning,Ledeta,12000000.0,,365.0,1,COMPREHENSIVE,2024-01-31 00:00:00,2024-01-02,2024-01-21,2025-01-20,1267411.31,0.0,0.0,1267411.31,14.052487039612704
TLD/MTP/004/25,TLD/MTC/2871/0221,03-A08221/32541 E.T,February_2025,Commercial,Truck,Truck/Trailer,Collision,Ledeta,12000000.0,0.0,365.0,1,COMPREHENSIVE,2025-01-22 00:00:00,2025-01-22,2024-02-25,2025-02-24,1328565.03,0.0,0.0,1328565.03,14.099609992927542
TLD/MTP/005/25,TLD/MTC/4129/0223,03-A19667 E.T,February_2025,Commercial,Truck,Truck,Collision,Ledeta,8700000.0,0.0,365.0,1,COMPREHENSIVE,2025-01-29 00:00:00,2025-01-29,2024-02-23,2025-02-22,112510.0,0.0,0.0,112510.0,11.630797385565115
TLD/MTP/008/23,TLD/MTP/1646/0619,02-92987AA,April_2025,Private,Automobile,Automobile,Collision,Ledeta,1200000.0,2.0,364.0,1,COMPREHENSIVE,2023-03-18 00:00:00,2023-03-20,2022-06-22,2023-06-21,7206.07,0.0,0.0,7206.07,8.882679005387972
TLD/MTP/009/23,TLD/MTC/3732/0622,03-A15124AA,July_2024,Commercial,Automobile,Automobile,Collision,Ledeta,7000000.0,0.0,357.0,1,COMPREHENSIVE,2023-03-21 00:00:00,2023-03-21,2022-07-02,2023-06-24,9858.9,0.0,0.0,9858.9,9.196129879507067
TLD/MTP/010/24, TLD/MTC/2492/0920 ,03-83503AA,October_2024,Public_Transport,Automobile,Damas,Collision,Ledeta,550000.0,3.0,253.0,1,COMPREHENSIVE,2024-03-11 00:00:00,2024-03-14,2023-12-07,2024-08-16,11448.1,0.0,0.0,11448.1,9.34557905634838
TLD/MTP/010/26,TLD/MTP/2468/0820,02-B64897 AA,April_2025,Private,Automobile,Automobile,Collision,Ledeta,2200000.0,1.0,335.0,1,COMPREHENSIVE,2025-03-28 00:00:00,2025-03-29,2024-05-09,2025-04-09,46664.57,0.0,0.0,46664.57,10.750740483342584
TLD/MTP/011/25,TLD/MTC/4749/0624,03-A50698 AA,April_2025,Commercial,Truck,Isuzuk,Collision,Ledeta,2500000.0,2.0,364.0,1,COMPREHENSIVE,2025-03-30 00:00:00,2025-04-01,2024-06-25,2025-06-24,1960.0,0.0,0.0,1960.0,7.580699752224563
TLD/MTP/012/24, TLD/MTP/4224/0423 ,02-C28179AA,August_2024,Private,Automobile,Automobile,Collision,Ledeta,1800000.0,0.0,365.0,1,COMPREHENSIVE,2024-03-25 00:00:00,2024-03-25,2023-04-21,2024-04-20,14331.29,0.0,0.0,14331.29,9.570200537705675
TLD/MTP/012/25,TLD/MTP/4224/0423,02-C28179 AA,June_2025,Private,Automobile,Automobile,Collision,Ledeta,3200000.0,1.0,364.0,1,COMPREHENSIVE,2025-04-09 00:00:00,2025-04-10,2024-04-25,2025-04-24,21200.0,0.0,0.0,21200.0,9.961756460660103
TLD/MTP/013/25,TLD/MTP/4723/0624,02-B19332 AA,June_2025,Private,Automobile,Automobile,Collision,Ledeta,1700000.0,61.0,334.0,1,COMPREHENSIVE,2025-04-05 00:00:00,2025-06-05,2024-08-06,2025-07-06,35250.0,0.0,0.0,35250.0,10.470220808240414
TLD/MTP/014/23,TLD/MTC/3718/0622,03-A14623ET,January_2025,Commercial,Truck,Truck,Collision,Ledeta,5800000.0,3.0,362.0,1,COMPREHENSIVE,2023-04-25 00:00:00,2023-04-28,2022-06-24,2023-06-21,123150.13,0.0,0.0,123150.13,11.72115945917135
TLD/MTP/014/25,TLD/MTP/4988/0125,03-B87147 AA,June_2025,Private,Automobile,Automobile,Collision,Ledeta,2800000.0,1.0,334.0,1,COMPREHENSIVE,2025-05-18 00:00:00,2025-05-19,2025-04-01,2026-03-01,16000.0,0.0,0.0,16000.0,9.680344001221918
TLD/MTP/015/24,TLD/MTC/4621/0224,02-B74510AA,April_2025,Private,Automobile,Automobile,Collision,Ledeta,2100000.0,0.0,364.0,1,COMPREHENSIVE,2024-04-15 00:00:00,2024-04-15,2024-02-29,2025-02-27,5000.0,0.0,0.0,5000.0,8.517193191416238
TLD/MTP/016/24,,03-51161AA,September_2024,Public_Transport,Automobile,Automobile,Collision,Ledeta,1000000.0,4.0,365.0,1,COMPREHENSIVE,2024-06-08 00:00:00,2024-06-12,2023-08-17,2024-08-16,9073.3,0.0,0.0,9073.3,9.113091313761313
TLD/MTP/020/24,TLD/MTC/46510324,03-A26254/38694ET,August_2024,Commercial,Truck,Truck/Trailer,Overturning,Ledeta,11000000.0,0.0,364.0,1,COMPREHENSIVE,2024-08-01 00:00:00,2024-08-01,2024-03-24,2025-03-23,550977.81,0.0,0.0,550977.81,13.2194498150918
TLD/MTP/021/24,TLD/MTP/1844/1019,02-B51155AA,January_2025,Private,Automobile,Automobile,Collision,Ledeta,2700000.0,30.0,,1,COMPREHENSIVE,2024-04-08 00:00:00,2024-05-08,,,18000.0,0.0,0.0,18000.0,9.798127036878302
TLD/MTP/022/24,TLD/MTC/4550/1223,03-A11591ET,October_2024,Commercial,Truck,Truck,Overturning,Ledeta,7500000.0,1.0,365.0,1,COMPREHENSIVE,2024-09-01 00:00:00,2024-09-02,2023-12-23,2024-12-22,117200.0,0.0,0.0,117200.0,11.67163715612505
TLD/MTP/023/24,TLD/MTC/4695/0524,03-A28668/11238ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Ledeta,11000000.0,1.0,362.0,1,COMPREHENSIVE,2024-09-11 00:00:00,2024-09-12,2024-05-18,2025-05-15,95252.5,0.0,0.0,95252.5,11.464286539363668
TLD/MTP/024/24,TLD/MTC/2992/0421,03-A09173 ET,October_2024,Commercial,Truck,Truck,Collision,Ledeta,5000000.0,1.0,364.0,1,COMPREHENSIVE,2024-09-27 00:00:00,2024-09-28,2024-04-21,2025-04-20,1315517.34,0.0,0.0,1315517.34,14.089740560675498
TLD/MTP/041/22,TLD/MTC/2974/0421,03-A08765/32856ET,May_2025,Commercial,Truck,Truck/Trailer,Collision,Ledeta,5200000.0,0.0,364.0,1,COMPREHENSIVE,2022-10-21 00:00:00,2022-10-21,2022-04-13,2023-04-12,75052.08,0.0,0.0,75052.08,11.22593755153432
TLD/TPCL/001/25,TLD/MTT/0820/0318,03-90849AA,April_2025,Commercial,Pick_Up,P/Up,Collision,Ledeta,0.0,4.0,364.0,0,TP_ONLY,2025-01-04 00:00:00,2025-01-08,2024-03-12,2025-03-11,0.0,0.0,33000.0,33000.0,10.404262840448617
TLD/TPCL/002/25,TLD/MTP/2396/0720,02-B62042AA,January_2025,Private,Automobile,Automobile,Collision,Ledeta,0.0,,364.0,0,TP_ONLY,2025-05-01 00:00:00,,2024-07-17,2025-07-16,0.0,0.0,12000.0,12000.0,9.392661928770137
